"_id","action","actionId","ambiguousTargetObjectIds","entryType","exception","mapping","message","messageDetail","reconciling","reconId","rootActionId","situation","sourceObjectId","status","targetObjectId","timestamp";
"6e4057db-79bf-41d4-be1d-9eb9aa1469bb","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","0b8fb877-2918-44e7-8df6-495cecf1581c","0b8fb877-2918-44e7-8df6-495cecf1581c","","","SUCCESS","","2014-10-24T12:33:03.623Z";
"0a7e82f8-4b3c-4a0b-bd74-51ac1bfa9014","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","1d190e00-f2b6-49c8-a5db-15ce652fcad7","1d190e00-f2b6-49c8-a5db-15ce652fcad7","","","SUCCESS","","2014-10-24T12:33:38.082Z";
"f15858c9-28c0-41ae-a0f1-c453739da04a","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","b2a82f51-993d-4f9d-a8eb-d118d5d1632a","b2a82f51-993d-4f9d-a8eb-d118d5d1632a","","","SUCCESS","","2014-10-24T12:37:51.396Z";
"3a492e95-0c37-42fb-858e-179245390ba2","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","5a39eb3c-93a5-49cd-b2b5-6f6e37f8a035","5a39eb3c-93a5-49cd-b2b5-6f6e37f8a035","","","SUCCESS","","2014-10-24T12:38:28.849Z";
"e7742cf3-ded9-43a1-88ec-0136bd65755d","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","a939c5a9-74c2-457a-864b-3ee5da63c36a","a939c5a9-74c2-457a-864b-3ee5da63c36a","","","SUCCESS","","2014-10-24T12:38:39.817Z";
"b6863cef-d2b6-408c-96b8-88e752904d8d","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","96201e29-6d58-40b2-9dad-07da0d154082","96201e29-6d58-40b2-9dad-07da0d154082","","","SUCCESS","","2014-10-24T12:46:46.064Z";
"a27445e7-41cb-4cc5-8717-9199c0c15c07","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","1ce4a2bf-a268-4cef-b94b-8f375af0db32","1ce4a2bf-a268-4cef-b94b-8f375af0db32","","","SUCCESS","","2014-10-24T12:54:28.162Z";
"a955901b-e7c7-4252-a93e-0ce5eca787c7","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","e18c23ae-a66a-4b89-89c8-156a2683a04d","e18c23ae-a66a-4b89-89c8-156a2683a04d","","","SUCCESS","","2014-10-24T12:54:34.714Z";
"ee26db6c-c8fa-45b0-91b7-7e58a6faf71a","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","8e0af1c3-b865-4401-ab0e-bb49805db589","8e0af1c3-b865-4401-ab0e-bb49805db589","","","SUCCESS","","2014-10-24T12:55:02.909Z";
"8e0e29e5-bd6f-4675-a3bc-ae7f8c455637","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","c98f7821-4432-46dc-94c4-9c01d77f25c1","c98f7821-4432-46dc-94c4-9c01d77f25c1","","","SUCCESS","","2014-10-24T14:58:49.053Z";
"7421c402-97a0-495a-8027-3d8066edf42f","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","d07c87f4-9203-485f-9e27-9d1f27f2f293","d07c87f4-9203-485f-9e27-9d1f27f2f293","","","SUCCESS","","2014-10-24T14:59:32.590Z";
"21154d5c-0356-4d1c-8577-d8f038e2d523","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","72575b60-997d-465f-af4d-b3873d960a7e","72575b60-997d-465f-af4d-b3873d960a7e","","","SUCCESS","","2014-10-24T15:01:36.916Z";
"4c44412c-eaac-4106-ac92-be39ff4c8724","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","5bcc6d6b-db01-4112-8eb7-aec0b1b4da14","5bcc6d6b-db01-4112-8eb7-aec0b1b4da14","","","SUCCESS","","2014-10-24T15:05:30.194Z";
"49b30db7-a820-469b-89e5-bfab426034f5","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","13e89a38-9718-4ddc-9699-f7a8b36197f8","13e89a38-9718-4ddc-9699-f7a8b36197f8","","","SUCCESS","","2014-10-24T19:02:25.577Z";
"67b7dafb-795a-4ccc-b2d7-2e76d87d7f9c","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","cad15140-c69a-4e3e-8b46-d7aaf92b9da4","cad15140-c69a-4e3e-8b46-d7aaf92b9da4","","","SUCCESS","","2014-10-24T19:07:42.885Z";
"faf87570-b43b-402b-bbcc-c1b74d34c2a0","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","aaf5e12a-9b54-4846-8039-7e297817dd8e","aaf5e12a-9b54-4846-8039-7e297817dd8e","","","SUCCESS","","2014-10-24T19:50:04.927Z";
"28365cf8-3a5b-408d-bdec-8cb31561434a","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","500552db-8298-4b2b-9b67-988bd8713213","500552db-8298-4b2b-9b67-988bd8713213","","","SUCCESS","","2014-10-24T20:00:05.035Z";
"2920dcaf-517d-4d52-b113-bc84820a6988","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","7471d8a6-769b-4db2-8ba4-e77e692c8dfc","7471d8a6-769b-4db2-8ba4-e77e692c8dfc","","","SUCCESS","","2014-10-24T20:05:29.761Z";
"4888d49b-b83c-4f5b-a802-5943a913d13f","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","88dc2746-ce53-498b-a36f-e2e809e0a16e","88dc2746-ce53-498b-a36f-e2e809e0a16e","","","SUCCESS","","2014-10-24T20:08:24.880Z";
"aacaa26d-058f-49a7-8b4e-e3ebc3bcbaa8","","","","start","","systemCam_managedUser","Reconciliation initiated by openidm-admin","","","ccdd1583-b59a-4cb1-8159-0f5e5bd01d07","ccdd1583-b59a-4cb1-8159-0f5e5bd01d07","","","SUCCESS","","2014-10-24T20:13:58.128Z";
"82f920e9-592e-41d9-b4b6-9510a1d34244","CREATE","ccdd1583-b59a-4cb1-8159-0f5e5bd01d07","","","","","","","source","ccdd1583-b59a-4cb1-8159-0f5e5bd01d07","ccdd1583-b59a-4cb1-8159-0f5e5bd01d07","ABSENT","system/scriptedsql/account/etumy","SUCCESS","managed/user/2f6fc8e7-33c1-435c-949d-3eee5c4028ec","2014-10-24T20:14:01.445Z";
"ee9dd53a-6534-4f70-b8b5-2d8237cbecc6","CREATE","ccdd1583-b59a-4cb1-8159-0f5e5bd01d07","","","","","","","source","ccdd1583-b59a-4cb1-8159-0f5e5bd01d07","ccdd1583-b59a-4cb1-8159-0f5e5bd01d07","ABSENT","system/scriptedsql/account/btumy","SUCCESS","managed/user/06ef5f65-3c8d-4e58-9b64-130cb711d986","2014-10-24T20:14:01.433Z";
"22ec4194-39be-4823-a509-608d58137b09","CREATE","ccdd1583-b59a-4cb1-8159-0f5e5bd01d07","","","","","","","source","ccdd1583-b59a-4cb1-8159-0f5e5bd01d07","ccdd1583-b59a-4cb1-8159-0f5e5bd01d07","ABSENT","system/scriptedsql/account/mtumy","SUCCESS","managed/user/8cfc76fd-ebfb-4f7c-acc7-43e3adcef732","2014-10-24T20:14:01.445Z";
"83a1065c-d199-4852-873e-de3845b9e38a","CREATE","ccdd1583-b59a-4cb1-8159-0f5e5bd01d07","","","","","","","source","ccdd1583-b59a-4cb1-8159-0f5e5bd01d07","ccdd1583-b59a-4cb1-8159-0f5e5bd01d07","ABSENT","system/scriptedsql/account/ktumy","SUCCESS","managed/user/1a80f150-dde3-4f5a-a6ec-f7f617e19c43","2014-10-24T20:14:01.446Z";
"430ca3a5-9ee4-43ef-9190-6983ec0e661f","","","","summary","","systemCam_managedUser","SOURCE_IGNORED: 0 MISSING: 0 FOUND: 0 AMBIGUOUS: 0 UNQUALIFIED: 0 CONFIRMED: 0 SOURCE_MISSING: 0 ABSENT: 4 TARGET_IGNORED: 0 UNASSIGNED: 0 ","{ ""progress"": { ""target"": { ""existing"": { ""total"": ""0"", ""processed"": 0 }, ""created"": 4 }, ""source"": { ""existing"": { ""total"": ""4"", ""processed"": 4 } }, ""links"": { ""existing"": { ""total"": ""0"", ""processed"": 0 }, ""created"": 4 } }, ""_id"": ""ccdd1583-b59a-4cb1-8159-0f5e5bd01d07"", ""situationSummary"": { ""SOURCE_IGNORED"": 0, ""UNQUALIFIED"": 0, ""UNASSIGNED"": 0, ""TARGET_IGNORED"": 0, ""CONFIRMED"": 0, ""AMBIGUOUS"": 0, ""ABSENT"": 4, ""MISSING"": 0, ""FOUND"": 0, ""SOURCE_MISSING"": 0 }, ""state"": ""SUCCESS"", ""mapping"": ""systemCam_managedUser"", ""started"": ""2014-10-24T20:13:58.127Z"", ""ended"": ""2014-10-24T20:14:01.690Z"", ""stageDescription"": ""reconciliation completed."", ""stage"": ""COMPLETED_SUCCESS"" }","","ccdd1583-b59a-4cb1-8159-0f5e5bd01d07","ccdd1583-b59a-4cb1-8159-0f5e5bd01d07","","","SUCCESS","","2014-10-24T20:14:01.690Z";
